Region (English) / Région (anglais),Region (French) / Région (français),Scenario (English) / Scénario (anglais),Scenario (French) / Scénario (français),Economic Sector (English) / Secteur économique (anglais),Economic Sector (French) / Secteur économique (français),Subsector Level 1 (English) / Sous-secteur niveau 1 (anglais),Subsector Level 1 (French) / Sous-secteur niveau 1 (français),Subsector Level 2 (English) / Sous-secteur niveau 2 (anglais),Subsector Level 2 (French) / Sous-secteur niveau 2 (français),Subsector Level 3 (English) / Sous-secteur niveau 3 (anglais),Subsector Level 3 (French) / Sous-secteur niveau 3 (français),Units (English) / Unité (anglais),Units (French) / Unité (français),2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Ontario,Ontario,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil and Natural Gas Transmission,Transport du pétrole et du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,3.6,3.2,2.7,2.2,1.7,1.3,1.4,1.3,1.5,2.1,2.1,1.7,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Electricity,Électricité,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,33.9,29.6,32.7,27,14.4,19,12.9,12.8,9.2,4.9,5,4.6,2,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Transportation,Transports,Freight Transport,Transport de marchandises,Domestic Aviation and Marine,Transport aérien et transport maritime intérieurs,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.2,1.2,1.3,1.2,0.8,1.4,1.1,1.3,1.5,1.5,1.5,1.4,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Transportation,Transports,Freight Transport,Transport de marchandises,"Heavy Duty Trucks, Rail","Camions lourds, trains",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,16.2,15.7,15.8,15.8,15.3,16.2,17.4,17.3,17.7,16.7,16.9,16.6,17,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Transportation,Transports,"Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,3.9,3.8,3.9,3.9,3.9,4,3.3,3,3.1,3.2,3.2,3.3,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Transportation,Transports,Passenger Transport,Transport de passagers,"Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2.5,2.5,2.5,2.4,2.3,2.3,2.4,2.7,2.7,2.6,2.6,2.6,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Transportation,Transports,Passenger Transport,Transport de passagers,"Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,33.3,32.6,31.4,30.6,31.6,32.3,31.6,29.5,31.2,30.5,31.3,32,31.6,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Cement,Ciment,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,6.4,6.6,6.3,5.4,4.6,4.6,4.5,4.8,4.4,4.4,4.2,4.2,4.5,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Chemicals and Fertilizers,Produits chimiques et engrais,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,7,7.1,7.4,8.2,5.5,5.9,6,6.5,6.8,7,7.5,7.5,5.3,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Iron and Steel,Sidérurgie,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,15.1,15.8,15.7,15.3,11.4,13.3,14.6,14.8,12.4,13.7,13,13.7,14.1,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Lime and Gypsum,Chaux et gypse,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.7,1.7,1.7,1.5,1.1,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Mining,Exploitation minière,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.9,0.9,1,1,1.1,1,1.2,1.3,1.3,1.3,1.2,1.3,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Pulp and Paper,Pâtes et papiers,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2.1,1.8,1.9,1.6,1.7,1.6,2.2,1.9,2,1.8,1.7,1.6,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Smelting and Refining (Non Ferrous Metals),Fonte et raffinage (métaux non ferreux),n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.9,2.2,1.5,1.4,0.9,0.9,1,1,0.9,0.8,0.7,1,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Buildings,Bâtiments,Commercial,Commercial,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,15.4,13.6,14.2,14.6,14.1,13.9,14.8,14.4,15.3,16.7,16.1,15.8,16.4,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Buildings,Bâtiments,Residential,Résidentiel,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,20.8,19.2,21.1,21.2,19.8,19.1,20.8,18.5,20.5,22.3,21.3,18.8,18.8,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Agriculture,Agriculture,Animal Production,Élevage,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,7.3,7,6.8,6.6,6.3,6.3,6.2,6.2,6.2,6.1,6.2,6.2,6.2,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Agriculture,Agriculture,Crop Production,Cultures,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2.8,3.2,3.1,2.8,3.5,3.6,3.6,3.5,3.8,3.5,3.3,3.7,3.6,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Agriculture,Agriculture,On Farm Fuel Use,Utilisation de combustibles à la ferme,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2.3,2.2,2.4,2.3,2.1,2.3,2.9,2.9,2.8,2.5,2.5,2.5,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Waste and Others,Déchets et autres sources,Coal Production,Production de charbon,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Waste and Others,Déchets et autres sources,"Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,11.1,10.2,10.9,10.5,9.1,9.5,9.7,9.3,8.9,8.4,8.8,8.2,9,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Waste and Others,Déchets et autres sources,Waste,Déchets,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,6.4,7,6.9,6.8,6.6,6.3,6.3,6.1,6.1,6.5,6.4,6.2,6.2,-,-,-,-,-,-,-,-,-,-,-,-,-
Ontario,Ontario,NIR 2019,RIN 2019,Total,Total,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,203.9,195.3,199.6,190.8,165.5,174.1,172.6,168.8,168.4,166.3,164.5,161.8,158.7,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Natural Gas Distribution,Distribution du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Petroleum Products,Raffinage du pétrole,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,0,-,0,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Conventional Oil Production,Production de pétrole classique,Frontier Oil Production,Production de pétrole des régions pionnières,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Conventional Oil Production,Production de pétrole classique,Heavy Oil Production,Production de pétrole lourd,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Conventional Oil Production,Production de pétrole classique,Light Oil Production,Production de pétrole léger,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Natural Gas Production and Processing,Production et traitement du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil Sands,Sables bitumineux,Bitumen In Situ,Bitume In Situ,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil Sands,Sables bitumineux,Bitumen Mining,Extraction du bitume,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil Sands,Sables bitumineux,Bitumen Upgrading,Valorisation du bitume,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil and Natural Gas Transmission,Transport du pétrole et du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.6,0.6,0.4,0.3,0.2,0,0.1,0,0.1,0.3,0.3,0.3,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Electricity,Électricité,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.4,0.4,0.5,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Transportation,Transports,Freight Transport,Transport de marchandises,Domestic Aviation and Marine,Transport aérien et transport maritime intérieurs,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Transportation,Transports,Freight Transport,Transport de marchandises,"Heavy Duty Trucks, Rail","Camions lourds, trains",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.7,1.7,1.9,2,2.1,2.2,2.5,2.8,2.6,2.8,2.7,2.9,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Transportation,Transports,"Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Transportation,Transports,Passenger Transport,Transport de passagers,"Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.4,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Transportation,Transports,Passenger Transport,Transport de passagers,"Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2.8,2.9,3,2.6,2.6,2.9,2.8,3.4,3.4,3.4,3.3,3.4,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Cement,Ciment,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Chemicals and Fertilizers,Produits chimiques et engrais,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.9,0.8,0.8,0.9,0.9,0.8,0.9,0.8,1,0.8,0.9,0.9,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Iron and Steel,Sidérurgie,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Lime and Gypsum,Chaux et gypse,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Mining,Exploitation minière,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.3,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Pulp and Paper,Pâtes et papiers,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Heavy Industry,Industrie lourde,Smelting and Refining (Non Ferrous Metals),Fonte et raffinage (métaux non ferreux),n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0,0,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Buildings,Bâtiments,Commercial,Commercial,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.6,1.4,1.5,1.7,1.6,1.6,1.6,1.4,1.6,1.7,1.5,1.5,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Buildings,Bâtiments,Residential,Résidentiel,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.1,1,1.1,1.2,1.1,1,1.1,1.1,1.3,1.3,1.1,1.1,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Agriculture,Agriculture,Animal Production,Élevage,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,4.3,4.4,4,4,3.8,3.6,3.4,3.4,3.4,3.3,3.3,3.3,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Agriculture,Agriculture,Crop Production,Cultures,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2,2.3,2.5,2.7,2.5,2.6,2.2,2.5,3.1,2.8,3,3.2,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Agriculture,Agriculture,On Farm Fuel Use,Utilisation de combustibles à la ferme,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,1.4,1.2,1.2,1.2,1,1,1,1.1,1,1,0.9,0.9,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Waste and Others,Déchets et autres sources,Coal Production,Production de charbon,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Waste and Others,Déchets et autres sources,"Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.8,0.8,0.9,0.9,0.8,0.8,0.8,1,0.8,0.8,1,1,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Waste and Others,Déchets et autres sources,Waste,Déchets,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.8,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-
Manitoba,Manitoba,NIR 2019,RIN 2019,Total,Total,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,20.1,20.3,20.8,20.6,19.3,19.1,18.9,20.2,20.9,20.8,20.6,21,21.7,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Natural Gas Distribution,Distribution du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Petroleum Products,Raffinage du pétrole,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.8,0.9,0.9,0.9,1,1.2,1.1,1.3,1.2,1.3,1.4,1.4,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Conventional Oil Production,Production de pétrole classique,Frontier Oil Production,Production de pétrole des régions pionnières,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Conventional Oil Production,Production de pétrole classique,Heavy Oil Production,Production de pétrole lourd,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,12.1,11.6,10.9,9.8,8.7,8.2,7.8,7.5,7.5,8.8,9.1,7.5,7.9,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Conventional Oil Production,Production de pétrole classique,Light Oil Production,Production de pétrole léger,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2.6,2.6,3.3,3.3,3.5,4,4.2,4.6,5.9,7.7,8.2,7,7.7,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Natural Gas Production and Processing,Production et traitement du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,3.8,3.9,3.8,3.8,3.9,3.7,3.5,3.3,3.2,3.3,3.2,3.4,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil Sands,Sables bitumineux,Bitumen In Situ,Bitume In Situ,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil Sands,Sables bitumineux,Bitumen Mining,Extraction du bitume,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil Sands,Sables bitumineux,Bitumen Upgrading,Valorisation du bitume,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2.5,2.7,2.6,2.7,2.5,2.2,2.5,2.8,2.7,2.5,2.6,2.7,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2019,RIN 2019,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz,Oil and Natural Gas Transmission,Transport du pétrole et du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,2.3,2,2.6,2.9,2.6,2.5,2.4,2.5,2.5,2.8,2.5,2.3,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2019,RIN 2019,Electricity,Électricité,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,14.8,14.4,14.8,14.3,15.4,15.2,14.2,14.7,14,14.2,15.1,15,15.5,-,-,-,-,-,-,-,-,-,-,-,-,-
Saskatchewan,Saskatchewan,NIR 2019,RIN 2019,Transportation,Transports,Freight Transport,Transport de marchandises,Domestic Aviation and Marine,Transport aérien et transport maritime intérieurs,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-
