"Region (English) / Région (anglais)","Region (French) / Région (français)","Scenario (English) / Scénario (anglais)","Scenario (French) / Scénario (français)","Economic Sector (English) / Secteur économique (anglais)","Economic Sector (French) / Secteur économique (français)","Subsector Level 1 (English) / Sous-secteur niveau 1 (anglais)","Subsector Level 1 (French) / Sous-secteur niveau 1 (français)","Subsector Level 2 (English) / Sous-secteur niveau 2 (anglais)","Subsector Level 2 (French) / Sous-secteur niveau 2 (français)","Subsector Level 3 (English) / Sous-secteur niveau 3 (anglais)","Subsector Level 3 (French) / Sous-secteur niveau 3 (français)","Units (English) / Unité (anglais)","Units (French) / Unité (français)","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Transportation","Transports","Passenger Transport","Transport de passagers","Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.5","0.5","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.3","0.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Transportation","Transports","Passenger Transport","Transport de passagers","Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.6","2.8","2.9","2.5","2.5","2.7","2.4","3","3","3","2.9","3","2.9","3.2","3.2","2.8","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Heavy Industry","Industrie lourde","Cement","Ciment","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Heavy Industry","Industrie lourde","Chemicals and Fertilizers","Produits chimiques et engrais","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.9","0.8","0.8","0.9","0.9","0.8","0.9","0.8","1","0.8","0.9","1","0.8","0.9","0.9","0.8","0.8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Heavy Industry","Industrie lourde","Iron and Steel","Sidérurgie","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0","0.1","0.1","0.1","0","0","0","0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0","0.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Heavy Industry","Industrie lourde","Lime and Gypsum","Chaux et gypse","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Heavy Industry","Industrie lourde","Mining","Exploitation minière","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.2","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.2","0.2","0.2","0.2","0.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Heavy Industry","Industrie lourde","Pulp and Paper","Pâtes et papiers","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0","0","0.1","0","0.1","0","0","0.1","0.1","0.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Heavy Industry","Industrie lourde","Smelting and Refining (Non Ferrous Metals)","Fonte et raffinage (métaux non ferreux)","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0","0","0.1","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Buildings","Bâtiments","Commercial","Commercial","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.6","1.4","1.5","1.6","1.5","1.6","1.6","1.4","1.6","1.7","1.6","1.5","1.7","1.8","1.9","1.8","1.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Buildings","Bâtiments","Residential","Résidentiel","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.1","1","1.1","1.1","1.1","1","1.1","1.1","1.3","1.3","1.1","1.1","1.2","1.3","1.3","1.3","1.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Agriculture","Agriculture","Animal Production","Élevage","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","4.2","4.2","3.9","3.8","3.6","3.5","3.3","3.3","3.3","3.2","3.2","3.2","3.2","3.3","3.2","3.2","3.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Agriculture","Agriculture","Crop Production","Cultures","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.6","2.1","2","2.2","2.1","2.1","1.9","2.3","2.6","2.3","2.5","2.6","2.7","2.7","2.8","3.1","2.8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Agriculture","Agriculture","On Farm Fuel Use","Utilisation de combustibles à la ferme","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.1","0.9","0.9","1","0.7","0.7","0.8","1.1","1","1.1","1.1","1.2","1.4","1.5","1.4","1.5","1.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Waste and Others","Déchets et autres sources","Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1","1","1.1","1.1","0.9","0.9","0.9","1.1","1","1","1.2","1.2","1.4","1.1","1.1","1.1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Waste and Others","Déchets et autres sources","Waste","Déchets","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.2","1.2","1.2","1.2","1.2","1.2","1.3","1.3","1.2","1.2","1.2","1.2","1.2","1.2","1.1","1.2","1.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2023","RIN 2023","Total","Total","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","20.3","20.7","21","21","19.4","19","19","20.5","21","21","20.7","20.9","21.4","22.2","21.9","21.2","20.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Natural Gas Distribution","Distribution du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Petroleum Products","Raffinage du pétrole","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.9","0.9","0.9","0.9","1","1.2","1.1","1.2","1.2","1.2","1.3","1.3","1.3","1.2","1.3","1.1","1.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Heavy Oil Production","Production de pétrole lourd","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","11.1","10.7","10.3","9.4","8.7","8.3","7.9","8","8.3","9","9.1","7.3","6.6","5.5","5","3.6","3.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Light Oil Production","Production de pétrole léger","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","5.7","5.7","6.2","6.3","6.1","6.5","6.9","7.7","8.4","9.7","10.4","9.7","10.9","11.3","10.8","7","6.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Natural Gas Production and Processing","Production et traitement du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.6","2.8","2.7","2.7","2.6","2.4","2.3","2.3","2.2","2.2","2.1","2","2","2","1.9","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil Sands","Sables bitumineux","Bitumen Upgrading","Valorisation du bitume","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.6","2.8","2.7","2.1","2.2","1.9","2.1","2.3","2.3","2.3","2.2","2.3","2.1","2.3","2.3","2.2","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil and Natural Gas Transmission","Transport du pétrole et du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.3","2","2.6","3","2.7","2.5","2.5","2.5","2.5","2.8","2.5","1.7","1.7","1.9","1.8","1.6","1.9","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Electricity","Électricité","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","14.3","13.9","14.4","14.1","15","14.9","14.2","14.7","13.6","13.8","14.8","14.7","15.3","14.9","14.8","12.6","15.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Transportation","Transports","Freight Transport","Transport de marchandises","Domestic Aviation and Marine","Transport aérien et transport maritime intérieurs","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Transportation","Transports","Freight Transport","Transport de marchandises","Heavy Duty Trucks, Rail","Camions lourds, trains","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.8","3","3.4","3.6","3.9","3.9","3.9","4","4.4","4.3","4.1","3.7","3.8","4.1","3.9","3.7","3.8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Transportation","Transports","Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1","1.1","1.1","1.1","1.1","1.1","1.2","1.4","1.5","1.4","1.6","1.6","1.5","1.5","1.5","1.3","1.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Transportation","Transports","Passenger Transport","Transport de passagers","Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.3","0.4","0.3","0.3","0.2","0.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Transportation","Transports","Passenger Transport","Transport de passagers","Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.9","3.2","3.3","3.7","4","4.2","3.4","3.9","4.2","3.8","4.1","4.2","4.2","4.1","4.1","3.6","3.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Heavy Industry","Industrie lourde","Cement","Ciment","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Heavy Industry","Industrie lourde","Chemicals and Fertilizers","Produits chimiques et engrais","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.6","0.6","0.6","0.5","0.5","0.6","0.7","0.7","0.8","0.6","0.6","0.6","0.6","0.9","0.9","1.1","0.8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Heavy Industry","Industrie lourde","Iron and Steel","Sidérurgie","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.1","0.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Heavy Industry","Industrie lourde","Lime and Gypsum","Chaux et gypse","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Heavy Industry","Industrie lourde","Mining","Exploitation minière","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.4","1.6","2.3","2.8","1.8","2.2","3","3","2.7","2.7","2.7","2.6","3","3.6","2.7","3","3.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Heavy Industry","Industrie lourde","Pulp and Paper","Pâtes et papiers","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.2","0","0.1","0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Heavy Industry","Industrie lourde","Smelting and Refining (Non Ferrous Metals)","Fonte et raffinage (métaux non ferreux)","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Buildings","Bâtiments","Commercial","Commercial","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.7","1.5","1.4","1.5","1.8","1.6","1.5","1.3","1.4","1.4","1.4","1.6","1.8","1.9","2","1.9","1.8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Buildings","Bâtiments","Residential","Résidentiel","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.7","1.8","1.7","1.8","1.9","2","1.9","1.9","2","2","1.8","1.8","2","2.2","2.3","2.1","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Agriculture","Agriculture","Animal Production","Élevage","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","7.6","7.5","7.2","7","6.4","6.1","6","6","6","5.8","5.7","5.8","5.9","5.8","5.7","5.7","5.8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Agriculture","Agriculture","Crop Production","Cultures","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","3","2.7","2.9","3.6","3.4","3.1","3.4","4.1","4.9","4.5","4.9","5","5.1","5.3","5.4","5.4","5.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Agriculture","Agriculture","On Farm Fuel Use","Utilisation de combustibles à la ferme","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.9","2.7","3.1","2.9","2.8","2.9","3.2","3.3","3.6","4.4","4.5","4.6","5.2","5.6","5.4","5.5","5.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Waste and Others","Déchets et autres sources","Coal Production","Production de charbon","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Waste and Others","Déchets et autres sources","Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.6","0.8","0.9","0.9","0.7","0.7","0.8","0.8","0.8","1","0.9","0.9","0.8","0.8","0.8","0.7","0.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Waste and Others","Déchets et autres sources","Waste","Déchets","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.3","1.3","1.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2023","RIN 2023","Total","Total","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","67.8","67.2","69.6","69.9","68.7","68.3","68","71.3","72.9","75","76.9","73.5","76","77.1","74.8","65.1","67.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Natural Gas Distribution","Distribution du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Petroleum Products","Raffinage du pétrole","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","4.4","3.9","4.1","3.5","3.6","4","4.1","4","4.5","4.7","4.8","5","5.1","5.1","5","4","3.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Heavy Oil Production","Production de pétrole lourd","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.9","3.2","3.7","3.8","3.8","4.3","4.7","5.1","5","4.6","4.4","3.7","3.7","4","3.8","3.3","3.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Light Oil Production","Production de pétrole léger","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","10.5","10.3","10.7","10.9","10","10.6","12.2","13.2","13.6","13.6","12.8","11.5","11.1","11.6","11.3","9.9","10.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Natural Gas Production and Processing","Production et traitement du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","51.2","51.8","52.9","50.8","47.6","47.2","50.1","48.9","47.4","46.6","46.2","42.9","40.1","42.3","41.3","37.2","38.8","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil Sands","Sables bitumineux","Bitumen In Situ","Bitume In Situ","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","12.2","14.2","15.7","18.4","19.8","22.7","24.5","29.3","30.9","35.2","37.6","37","40.8","42.8","42.8","41","44.6","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil Sands","Sables bitumineux","Bitumen Mining","Extraction du bitume","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","5.7","6.2","6.9","7.2","7.8","8.5","8.5","9.2","10","10.6","11.1","11.4","13","14.9","15.5","15","15.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil Sands","Sables bitumineux","Bitumen Upgrading","Valorisation du bitume","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","14.6","17.5","19","17.4","19.5","21.1","20.5","21.6","22.3","22.1","21.4","18.6","20.3","21.4","22.4","22.5","22.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2023","RIN 2023","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil and Natural Gas Transmission","Transport du pétrole et du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","3.9","4.2","2.7","2.3","2.2","2.1","2.3","2.5","3.2","3.1","3.4","4.2","4.5","5","5.2","5","5.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2023","RIN 2023","Electricity","Électricité","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","47.7","47.9","48.5","48.3","45.3","44.7","44.8","42.5","43.8","44.3","45.6","41.6","42.5","31.5","31.1","27.3","22.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2023","RIN 2023","Transportation","Transports","Freight Transport","Transport de marchandises","Domestic Aviation and Marine","Transport aérien et transport maritime intérieurs","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.2","0.2","0.2","0.2","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2023","RIN 2023","Transportation","Transports","Freight Transport","Transport de marchandises","Heavy Duty Trucks, Rail","Camions lourds, trains","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","7.8","9","10.4","10.9","11.6","12.5","12.5","12.4","12.9","13.4","11.2","9.6","9.7","10.7","10.4","8.7","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2023","RIN 2023","Transportation","Transports","Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.1","2.1","2","1.9","1.7","2.1","2.3","2.5","2.6","2.7","2.4","2.8","2.7","2.6","2.6","2.3","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2023","RIN 2023","Transportation","Transports","Passenger Transport","Transport de passagers","Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.6","1.7","1.9","1.9","1.9","1.9","2","2.1","2.3","2.3","2.2","2","2.1","2.2","2.2","1.2","1.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alberta","Alberta","NIR 2023","RIN 2023","Transportation","Transports","Passenger Transport","Transport de passagers","Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","10.3","10.8","11.3","11.3","11","11","9.6","10.3","11.2","11.7","11.3","11.5","11.9","12.3","12.7","10.2","10.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
