"Region (English) / Région (anglais)","Region (French) / Région (français)","Scenario (English) / Scénario (anglais)","Scenario (French) / Scénario (français)","Economic Sector (English) / Secteur économique (anglais)","Economic Sector (French) / Secteur économique (français)","Subsector Level 1 (English) / Sous-secteur niveau 1 (anglais)","Subsector Level 1 (French) / Sous-secteur niveau 1 (français)","Subsector Level 2 (English) / Sous-secteur niveau 2 (anglais)","Subsector Level 2 (French) / Sous-secteur niveau 2 (français)","Subsector Level 3 (English) / Sous-secteur niveau 3 (anglais)","Subsector Level 3 (French) / Sous-secteur niveau 3 (français)","Units (English) / Unité (anglais)","Units (French) / Unité (français)","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"Ontario","Ontario","NIR 2021","RIN 2021","Transportation","Transports","Freight Transport","Transport de marchandises","Heavy Duty Trucks, Rail","Camions lourds, trains","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","16.2","15.7","15.8","15.8","15.4","16.2","17.4","17.4","17.8","16.7","16.9","16.5","17","17.7","17.6","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Transportation","Transports","Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","3.9","3.8","3.9","3.9","3.9","4","3.3","3","3.1","3.2","3.2","3.3","3.5","3.6","3.6","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Transportation","Transports","Passenger Transport","Transport de passagers","Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.5","2.4","2.5","2.4","2.3","2.4","2.4","2.7","2.8","2.6","2.7","2.6","2.7","2.9","2.9","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Transportation","Transports","Passenger Transport","Transport de passagers","Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","33.3","32.6","31.4","30.6","31.6","32.3","31.6","29.5","31.2","30.4","31.1","31.7","31.6","32.6","33.3","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Cement","Ciment","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","6.4","6.6","6.3","5.4","4.5","4.5","4.5","4.8","4.4","4.4","4.2","4.1","4.4","4.3","4.3","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Chemicals and Fertilizers","Produits chimiques et engrais","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","7.1","7.3","7.5","8.5","5.5","6.1","6.2","6.7","7.1","7.4","7.6","7.8","5.7","5.5","5.4","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Iron and Steel","Sidérurgie","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","15.1","15.8","15.7","15.3","11.4","13.1","14.4","14.6","12.5","13.6","12.9","13.6","13.3","14","13.2","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Lime and Gypsum","Chaux et gypse","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.7","1.7","1.7","1.6","1.1","1.2","1.3","1.3","1.1","1.2","1.2","1.2","1.3","1.3","1.3","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Mining","Exploitation minière","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.9","0.9","1","1","1.1","1","1.2","1.3","1.3","1.3","1.2","1.3","1.3","1.2","1.2","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Pulp and Paper","Pâtes et papiers","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2","1.8","1.9","1.6","1.7","1.6","2.2","1.8","2","1.8","1.6","1.5","1.5","1.5","1.7","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Smelting and Refining (Non Ferrous Metals)","Fonte et raffinage (métaux non ferreux)","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.9","2.2","1.5","1.4","0.9","0.9","1","1","0.9","0.8","0.7","0.9","1","0.9","1.1","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Buildings","Bâtiments","Commercial","Commercial","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","15.4","13.6","14.2","14.6","14.1","13.8","14.6","14.2","15.4","16.8","16.1","15.9","16.5","17.3","17.9","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Buildings","Bâtiments","Residential","Résidentiel","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","20.4","18.8","20.7","20.7","19.4","18.6","20.2","17.9","19.9","20","20.1","18.9","19.7","20.9","20.7","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Agriculture","Agriculture","Animal Production","Élevage","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","7.3","7","6.8","6.6","6.3","6.3","6.2","6.2","6.2","6.1","6.2","6.2","6.2","6.2","6.3","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Agriculture","Agriculture","Crop Production","Cultures","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.8","3.3","3.2","2.9","3.5","3.6","3.6","3.5","3.9","3.6","3.4","3.8","3.8","3.7","3.4","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Agriculture","Agriculture","On Farm Fuel Use","Utilisation de combustibles à la ferme","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.3","2.2","2.4","2.3","2.1","2.3","2.9","2.9","2.8","2.5","2.5","2.5","2.3","2.4","2.5","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Waste and Others","Déchets et autres sources","Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","11.1","10.3","10.9","10.5","9.1","9.5","9.7","9.3","9","8.6","8.9","8.4","9","9.1","8.7","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Waste and Others","Déchets et autres sources","Waste","Déchets","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","9","8.8","8.6","8.6","8.3","7.8","7.9","7.6","7.6","7.1","7","6.6","6.6","6.6","6.7","-","-","-","-","-","-","-","-","-","-","-"
"Ontario","Ontario","NIR 2021","RIN 2021","Total","Total","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","205.7","196.3","200.2","191.7","166.5","174.3","173.1","168.3","168.3","163.9","162.9","161.2","157.6","163.4","163.2","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Natural Gas Distribution","Distribution du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Petroleum Products","Raffinage du pétrole","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","0","-","0","0","-","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Light Oil Production","Production de pétrole léger","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.3","0.4","0.4","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil and Natural Gas Transmission","Transport du pétrole et du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.6","0.6","0.4","0.3","0.2","0","0.1","0","0.1","0.3","0.3","0.3","0.2","0.3","0.3","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Electricity","Électricité","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.4","0.4","0.5","0.4","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0","0","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Transportation","Transports","Freight Transport","Transport de marchandises","Domestic Aviation and Marine","Transport aérien et transport maritime intérieurs","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Transportation","Transports","Freight Transport","Transport de marchandises","Heavy Duty Trucks, Rail","Camions lourds, trains","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.7","1.7","1.9","2","2.1","2.2","2.5","2.9","2.6","2.8","2.7","2.9","3.2","3.4","3.3","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Transportation","Transports","Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.3","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.3","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Transportation","Transports","Passenger Transport","Transport de passagers","Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Transportation","Transports","Passenger Transport","Transport de passagers","Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.8","2.9","3","2.6","2.6","2.9","2.8","3.4","3.4","3.4","3.3","3.4","3.3","3.5","3.5","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Cement","Ciment","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Chemicals and Fertilizers","Produits chimiques et engrais","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.9","0.8","0.8","0.9","0.9","0.8","0.9","0.8","1","0.8","0.9","1","0.8","0.9","0.8","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Iron and Steel","Sidérurgie","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0","0.1","0.1","0.1","0","0","0","0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Lime and Gypsum","Chaux et gypse","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Mining","Exploitation minière","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.1","0.3","0.3","0.3","0.3","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Pulp and Paper","Pâtes et papiers","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0","0","0.1","0","0.1","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Smelting and Refining (Non Ferrous Metals)","Fonte et raffinage (métaux non ferreux)","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0","0","0.1","0","0","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Buildings","Bâtiments","Commercial","Commercial","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.6","1.4","1.5","1.7","1.6","1.6","1.6","1.4","1.6","1.7","1.6","1.5","1.7","1.8","1.8","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Buildings","Bâtiments","Residential","Résidentiel","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.1","0.9","1","1.1","1.1","1","1.1","1","1.2","1.2","1","1","1.2","1.2","1.2","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Agriculture","Agriculture","Animal Production","Élevage","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","4.3","4.4","4","4","3.8","3.6","3.4","3.4","3.4","3.3","3.3","3.3","3.4","3.4","3.3","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Agriculture","Agriculture","Crop Production","Cultures","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2","2.3","2.5","2.7","2.5","2.6","2.2","2.5","3.1","2.8","3","3.2","3.2","3.3","3.4","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Agriculture","Agriculture","On Farm Fuel Use","Utilisation de combustibles à la ferme","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.4","1.2","1.2","1.2","1","1","1","1.1","1","1","0.9","0.9","1","1","1","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Waste and Others","Déchets et autres sources","Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.8","0.8","0.9","0.9","0.8","0.8","0.8","1","0.8","0.8","1","1.1","1.2","0.9","0.9","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Waste and Others","Déchets et autres sources","Waste","Déchets","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.3","1.3","1.3","1.4","-","-","-","-","-","-","-","-","-","-","-"
"Manitoba","Manitoba","NIR 2021","RIN 2021","Total","Total","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","20.6","20.8","21.3","21.2","19.9","19.7","19.5","20.8","21.5","21.5","21.2","21.5","22.2","23","22.6","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Natural Gas Distribution","Distribution du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Petroleum Products","Raffinage du pétrole","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.8","0.9","0.9","0.9","1","1.2","1.1","1.2","1.2","1.2","1.3","1.3","1.3","1.2","1.3","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Heavy Oil Production","Production de pétrole lourd","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","11.4","11","10.2","9.3","8.5","7.9","7.2","7.1","7","7.8","8","6.3","5.7","4.5","4","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Light Oil Production","Production de pétrole léger","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","3.2","3.2","3.7","3.8","3.7","4","4.2","4.7","5.8","6.7","7.4","6.8","8","7.7","7.3","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Natural Gas Production and Processing","Production et traitement du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","3.4","3.6","3.6","3.6","3.5","3.4","3.4","3.3","3.2","3.1","3","3.2","3.3","3.2","3.2","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil Sands","Sables bitumineux","Bitumen Upgrading","Valorisation du bitume","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.6","2.7","2.7","2.1","2.1","1.9","2.1","2.3","2.2","2.2","2.2","2.3","2.1","2.3","2.3","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil and Natural Gas Transmission","Transport du pétrole et du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.3","2","2.6","2.9","2.6","2.5","2.4","2.5","2.5","2.8","2.5","2.3","1.7","1.8","1.8","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Electricity","Électricité","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","14.3","13.8","14.4","14.1","15","14.9","14.2","14.7","13.6","13.8","14.7","14.6","15.2","14.8","14.7","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Transportation","Transports","Freight Transport","Transport de marchandises","Domestic Aviation and Marine","Transport aérien et transport maritime intérieurs","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Transportation","Transports","Freight Transport","Transport de marchandises","Heavy Duty Trucks, Rail","Camions lourds, trains","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","2.4","2.6","2.7","3.1","3.2","3.8","4","4.2","4.9","5.1","5.2","5.1","5.7","6","6","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Transportation","Transports","Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.4","0.4","0.4","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.5","0.4","0.4","0.4","0.4","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Transportation","Transports","Passenger Transport","Transport de passagers","Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.2","0.2","0.2","0.3","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Transportation","Transports","Passenger Transport","Transport de passagers","Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","3.2","3.5","3.5","3.8","4.1","4.3","3.8","4.4","4.6","4.3","4.7","4.9","4.8","4.7","4.7","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Cement","Ciment","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Chemicals and Fertilizers","Produits chimiques et engrais","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.6","0.6","0.6","0.5","0.5","0.5","0.7","0.7","0.8","0.5","0.6","0.6","0.6","0.9","0.9","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Iron and Steel","Sidérurgie","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Lime and Gypsum","Chaux et gypse","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Mining","Exploitation minière","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.3","1.6","2.2","2.7","1.8","2.2","2.9","2.9","2.6","2.6","2.6","2.5","2.8","3.3","3.2","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Pulp and Paper","Pâtes et papiers","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0.2","0","0.1","0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Heavy Industry","Industrie lourde","Smelting and Refining (Non Ferrous Metals)","Fonte et raffinage (métaux non ferreux)","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Buildings","Bâtiments","Commercial","Commercial","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.7","1.5","1.4","1.5","1.8","1.6","1.5","1.3","1.4","1.4","1.4","1.5","1.7","1.9","1.9","-","-","-","-","-","-","-","-","-","-","-"
"Saskatchewan","Saskatchewan","NIR 2021","RIN 2021","Buildings","Bâtiments","Residential","Résidentiel","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","1.6","1.7","1.6","1.7","1.8","1.9","1.8","1.7","1.9","1.9","1.7","1.7","1.8","2","2.1","-","-","-","-","-","-","-","-","-","-","-"
